Zoning Classification,Overall Material Quality,Overall House Condition,Roof Style,Fireplace Quality,Garage Year Built,Garage Area,Garage Quality,Year Sold,Actual SalePrice,Expected SalePrice
Low Density,5,7,Gable,NA,1959,294,Average,2007,106500,112115.0162
Low Density,5,5,Hip,Average,1961,440,Average,2007,140500,156775.0553
Low Density,5,7,Gable,Fair,1985,784,Average,2007,137500,154932.0423
Low Density,5,7,Hip,NA,1965,312,Average,2007,117600,144635.3849
Low Density,7,6,Hip,Average,1966,440,Average,2007,163500,169438.2496
Low Density,6,5,Gable,NA,1965,440,Average,2007,161000,177409.6774
Low Density,6,7,Hip,NA,1964,309,Average,2007,158000,195810.7857
Low Density,6,7,Gable,Good,1964,539,Average,2007,224500,225087.8865
Low Density,6,5,Gable,Average,1964,286,Average,2007,147000,159571.6207
Low Density,6,7,Gable,Good,1959,510,Average,2007,200000,241985.6238
Low Density,6,6,Gable,Good,1960,572,Average,2007,181900,218620.4754
Low Density,5,6,Gable,NA,1974,624,Average,2007,150750,151348.1456
Low Density,4,5,Gable,NA,1962,462,Average,2007,101800,104129.0365
Low Density,6,5,Gable,Good,1950,306,Average,2007,124000,148224.6501
Low Density,5,7,Gable,NA,1975,512,Average,2007,138500,169434.0152
Low Density,1,3,Gable,NA,,0,NA,2007,39300,43910.44439
Low Density,3,3,Gable,NA,,0,NA,2007,64500,75368.30491
Low Density,3,5,Gable,NA,,0,NA,2007,64000,67202.42316
Low Density,5,8,Gable,NA,1963,308,Average,2007,112000,134289.7275
Low Density,6,6,Gable,Average,1964,540,Average,2007,165000,185510.2896
Low Density,5,6,Hip,NA,1955,288,Average,2007,144000,162820.7946
Low Density,5,5,Gable,NA,1948,400,Average,2007,137000,141467.7945
Low Density,5,5,Gable,Good,1941,240,Average,2007,105000,127646.0854
Low Density,5,7,Gable,Good,1942,312,Average,2007,146500,182990.3994
Low Density,5,5,Gable,NA,1968,792,Average,2007,126000,129586.687
Low Density,5,6,Gable,Average,1966,432,Average,2007,175000,212712.2516
Low Density,6,5,Hip,Good,1961,525,Average,2007,158500,190336.8633
Low Density,5,5,Gable,NA,1958,275,Average,2007,114500,129869.7138
Low Density,5,5,Gable,NA,1958,315,Average,2007,144000,179912.8856
Low Density,6,5,Flat,Poor,1965,596,Average,2007,129000,141542.9928
Low Density,6,7,Gable,NA,1957,315,Average,2007,141000,159572.541
Low Density,5,6,Gable,NA,1964,308,Average,2007,131000,139172.8991
Low Density,5,7,Gable,NA,1994,692,Average,2007,142100,169172.8543
Low Density,5,6,Gable,NA,1958,308,Average,2007,139000,143375.5505
Low Density,6,6,Gable,NA,1958,301,Average,2007,157900,177527.3254
Low Density,5,7,Gable,NA,1954,260,Average,2007,139400,144031.1061
Low Density,6,6,Gable,Good,1957,336,Average,2007,150000,183336.7284
Low Density,5,5,Hip,Good,1960,336,Average,2007,120000,138369.9079
Low Density,6,6,Gable,Average,1957,464,Average,2007,174850,197480.2434
Low Density,5,5,Gable,NA,1957,308,Average,2007,116000,118969.3495
Low Density,5,5,Hip,NA,1956,286,Average,2007,135000,163957.0656
Low Density,6,3,Gable,Average,1970,484,Average,2007,163500,177811.7218
Low Density,5,6,Gable,Average,1955,310,Average,2007,130000,154947.3086
Low Density,5,5,Hip,NA,1955,336,Average,2007,129500,141202.6332
Low Density,5,9,Gable,NA,1962,336,Average,2007,142000,171627.8024
Low Density,5,5,Hip,NA,1958,484,Average,2007,128600,153163.8637
Low Density,6,6,Hip,NA,1952,410,Average,2007,125000,134758.2096
Low Density,6,7,Hip,NA,1953,293,Average,2007,136000,146946.8812
Low Density,5,7,Gable,NA,1953,240,Average,2007,134500,164379.6021
Low Density,5,8,Gable,NA,1956,252,Average,2007,127000,137038.743
Low Density,5,5,Gable,Average,1962,572,Average,2007,130000,143482.3049
Low Density,4,4,Gable,NA,2002,352,Average,2007,115000,137328.7073
Low Density,5,5,Gable,Average,1955,390,Average,2007,116900,132733.3235
Low Density,5,7,Hip,NA,1956,252,Average,2007,132000,136386.83
Low Density,4,6,Gable,Fair,1953,280,Average,2007,153000,155118.6566
Low Density,5,5,Gable,NA,1952,420,Average,2007,112500,136396.1082
Low Density,4,7,Gable,NA,,0,NA,2007,138000,138289.3953
Low Density,5,7,Gable,NA,1985,576,Average,2007,135000,157119.7998
Low Density,5,6,Gable,Good,1953,371,Average,2007,156000,184694.9858
Low Density,5,4,Gable,NA,2007,1200,Average,2007,301600,329611.8071
Low Density,5,6,Gable,NA,1940,240,Average,2007,109000,130638.8459
Low Density,4,6,Gable,NA,,0,NA,2007,103200,104209.502
Low Density,4,7,Gable,NA,1978,580,Average,2007,128500,140460.78
Low Density,4,6,Gable,NA,1928,216,Fair,2007,64500,75576.70845
Low Density,5,9,Gable,NA,,0,NA,2007,148000,177438.0202
Low Density,5,6,Gable,NA,1920,216,Fair,2007,86000,101708.706
Low Density,7,5,Gable,Average,1963,276,Average,2007,172000,172002.7006
Low Density,5,7,Gable,NA,1961,240,Average,2007,120000,136019.9402
Low Density,6,6,Gable,NA,1968,288,Average,2007,128500,136860.1822
Low Density,5,5,Gable,Average,1969,504,Average,2007,135000,151433.2838
Low Density,5,7,Gable,Poor,2003,576,Average,2007,122900,150918.1481
Low Density,6,5,Gable,Good,1948,240,Average,2007,119200,143604.2274
Low Density,6,6,Gable,Good,1949,315,Average,2007,143000,146697.622
Low Density,5,7,Gable,NA,1950,276,Average,2007,119000,125653.7978
Low Density,5,3,Gable,Average,1950,357,Average,2007,102000,106087.9285
Low Density,5,8,Gable,NA,1980,720,Average,2007,129000,160687.2482
Low Density,5,7,Gable,NA,1960,254,Average,2007,135000,147677.9371
Low Density,5,7,Hip,NA,1959,286,Average,2007,152000,164707.3027
Low Density,5,6,Hip,Average,1958,338,Average,2007,140000,152119.8829
Low Density,5,5,Hip,NA,1960,324,Average,2007,152000,180174.6007
Low Density,5,5,Hip,Average,1965,351,Average,2007,156500,179033.0795
Low Density,5,4,Gable,NA,,0,NA,2007,141000,141356.9634
Low Density,5,6,Gable,NA,1961,300,Average,2007,99000,99269.99815
Low Density,6,8,Hip,Fair,1964,440,Average,2007,187000,209011.587
Low Density,5,5,Gable,Average,1962,264,Average,2007,169500,195965.7253
Low Density,5,5,Hip,NA,1962,294,Average,2007,125500,145051.3831
Low Density,5,5,Gable,Poor,1962,288,Average,2007,130000,138801.8663
Medium Density,5,7,Gable,NA,1981,576,Average,2007,103000,112934.9152
Medium Density,5,7,Gable,NA,1910,360,Average,2007,132000,163798.4703
Medium Density,6,6,Gable,NA,1980,576,Average,2007,127500,136748.9161
Medium Density,5,5,Gable,Good,1922,184,Average,2007,89500,99873.30162
Medium Density,5,5,Gable,NA,1980,672,Average,2007,140000,170750.1258
Medium Density,5,6,Gable,Good,1920,180,Fair,2007,99900,114262.3411
Medium Density,4,7,Mansard,NA,1954,273,Fair,2007,100000,108667.5404
Medium Density,5,8,Gable,Good,1940,379,Average,2007,130000,130192.4247
Medium Density,5,8,Gable,Good,2000,576,Average,2007,135000,137298.1104
Medium Density,3,7,Gable,NA,1981,308,Average,2007,120000,128805.0516
Medium Density,4,7,Hip,NA,1995,672,Average,2007,89471,97913.42623
Medium Density,4,6,Gable,NA,1930,252,Fair,2007,85000,95007.37804
Medium Density,4,4,Hip,NA,1997,308,Average,2007,108500,117430.8068
Medium Density,4,8,Gable,NA,1935,342,Average,2007,137000,162352.6796
Medium Density,5,9,Gable,NA,,0,NA,2007,110500,127639.8648
Medium Density,5,6,Gable,NA,1935,480,Fair,2007,100000,105432.352
Medium Density,8,9,Hip,NA,1992,816,Average,2007,184900,188473.3476
Medium Density,6,6,Gambrel,Good,1927,374,Average,2007,145000,165718.6134
Medium Density,5,8,Gambrel,NA,1925,250,Average,2007,125000,147163.3594
Medium Density,5,7,Gable,NA,1920,480,Fair,2007,114000,128461.4024
Medium Density,5,5,Gable,NA,1945,560,Average,2007,90000,101327.6243
Medium Density,6,8,Gable,NA,1979,468,Average,2007,144100,166862.3979
Medium Density,6,4,Gable,NA,1930,205,Fair,2007,117500,121747.631
Medium Density,5,7,Gambrel,Good,2004,336,Average,2007,124500,136092.3772
Medium Density,7,8,Gable,Good,1950,576,Average,2007,185000,221155.3706
Commercial,6,6,Hip,Good,1900,506,Average,2007,133900,162334.238
Medium Density,6,7,Gable,NA,1926,216,Average,2007,152000,157150.839
Medium Density,5,6,Gable,NA,1948,812,Average,2007,153500,166967.5474
Medium Density,7,8,Gable,NA,1996,704,Average,2007,159500,185388.6642
Medium Density,5,5,Gable,NA,1957,160,Fair,2007,87000,87690.46642
Medium Density,4,6,Gable,NA,1956,331,Fair,2007,104500,115868.7321
Medium Density,4,7,Gable,Average,1957,384,Average,2007,110000,136450.8814
Low Density,5,7,Gable,Good,1969,308,Fair,2007,136500,155545.662
Medium Density,5,6,Gable,NA,1950,308,Average,2007,128250,150567.5628
Low Density,5,5,Gable,Good,1972,495,Average,2007,144000,155267.6347
Low Density,6,7,Gable,Good,1950,440,Average,2007,210000,227187.9563
Medium Density,5,7,Gable,NA,1939,224,Fair,2007,135000,151451.0655
Medium Density,6,6,Gable,Average,1939,217,Average,2007,128000,142614.3482
Medium Density,6,6,Gable,Good,2003,440,Average,2007,131000,140608.9064
Medium Density,5,7,Gable,NA,1939,240,Average,2007,113000,135300.3066
Medium Density,6,5,Gable,Good,1968,528,Average,2007,126000,148165.3455
Medium Density,5,8,Gable,NA,1939,280,Average,2007,132000,149647.246
Medium Density,5,7,Gable,Good,1930,230,Fair,2007,131750,133716.2267
Medium Density,5,6,Gable,NA,1926,379,Average,2007,132500,165116.6052
Medium Density,5,8,Gable,NA,1933,180,Fair,2007,137500,168120.7526
Medium Density,7,8,Gable,NA,1991,576,Average,2007,132000,153374.8527
Medium Density,6,6,Gable,Good,1978,560,Average,2007,127500,139539.9249
Medium Density,6,5,Gable,Good,1926,180,Average,2007,102000,113952.0242
Medium Density,6,8,Gable,NA,1950,408,Average,2007,200000,215269.4406
Low Density,6,6,Gambrel,Good,1940,520,Average,2007,180500,194184.0601
Low Density,6,7,Gable,NA,1977,576,Average,2007,165000,170455.2159
Low Density,5,5,Gable,NA,1965,576,Average,2007,90000,91820.66352
Low Density,6,7,Gable,NA,2003,384,Average,2007,153575,154165.5157
Medium Density,7,6,Gable,Good,1979,456,Average,2007,140000,149256.6343
Medium Density,6,7,Gable,Good,1916,216,Average,2007,136000,164853.6974
Medium Density,5,4,Gable,NA,1920,240,Average,2007,113000,119775.147
Medium Density,5,3,Gable,NA,1920,216,Average,2007,117000,129646.9846
Medium Density,7,4,Gable,Average,1951,240,Average,2007,169500,193504.5695
Medium Density,7,7,Gable,Good,1930,280,Average,2007,139400,169007.2224
Medium Density,6,6,Gable,Good,1963,658,Average,2007,202500,245333.4961
Medium Density,6,7,Gable,NA,,0,NA,2007,127000,139177.4559
Medium Density,6,6,Gable,Good,1979,544,Average,2007,141000,171827.4455
Medium Density,7,9,Gable,Average,1950,299,Average,2007,212300,232140.1184
Medium Density,6,5,Gable,Good,2006,720,Average,2007,161000,174009.2057
Medium Density,4,6,Gable,NA,1958,436,Average,2007,99500,115103.1024
Medium Density,5,7,Gable,NA,1935,288,Average,2007,101000,117884.8343
Medium Density,4,7,Gable,NA,1957,440,Average,2007,109900,111782.5416
Medium Density,5,6,Gable,NA,1991,660,Average,2007,128500,155934.8983
Medium Density,7,4,Hip,Good,1960,308,Average,2007,122000,140973.6115
Medium Density,5,7,Gable,Average,,0,NA,2007,87000,98601.1724
Medium Density,4,1,Gable,NA,1910,264,Average,2007,50000,50073.99864
Low Density,7,8,Gable,Good,1937,498,Average,2007,219000,261102.4484
Low Density,5,6,Gable,Good,,0,NA,2007,200500,200914.7526
Low Density,5,6,Gable,NA,1940,240,Average,2007,126000,157104.5922
Low Density,5,6,Gable,NA,1942,240,Average,2007,108500,122125.8786
Low Density,5,5,Gable,NA,1963,308,Average,2007,130000,151124.7327
Low Density,5,5,Gable,Average,1964,572,Average,2007,158450,165455.9354
Low Density,4,3,Gable,NA,1964,440,Average,2007,115400,143006.2939
Low Density,4,5,Gable,NA,1961,261,Average,2007,118500,125159.5459
Low Density,5,8,Hip,Poor,1970,528,Average,2007,165000,189732.8926
Low Density,5,4,Gable,NA,1966,264,Average,2007,123000,124745.9865
Low Density,6,5,Gable,NA,1990,240,Average,2007,129000,130171.3269
Low Density,5,5,Gable,NA,1966,384,Average,2007,125000,128243.1531
Low Density,5,5,Gable,NA,1968,300,Average,2007,108000,128281.0841
Low Density,5,6,Gable,NA,1989,576,Average,2007,119900,149096.9723
Low Density,5,5,Gable,NA,1968,264,Average,2007,115000,139299.6702
Low Density,5,5,Gable,NA,1972,528,Average,2007,134500,148504.1473
Low Density,5,7,Gable,NA,1966,386,Average,2007,127000,132018.1534
Low Density,5,5,Gable,Poor,1968,450,Average,2007,129000,137337.6274
Low Density,6,5,Gable,Average,1977,528,Average,2007,143500,152809.2386
Low Density,5,7,Gable,NA,1966,315,Average,2007,129000,159323.2308
Low Density,5,5,Hip,Good,1956,323,Average,2007,187000,194329.2388
Low Density,5,4,Gable,Good,1946,638,Average,2007,158000,161669.0783
Low Density,5,7,Gable,NA,2007,576,Average,2007,112000,137622.9538
Low Density,7,8,Gable,Good,1940,224,Average,2007,165250,175508.3596
Low Density,6,5,Gable,Average,1954,494,Average,2007,150000,174080.4048
Low Density,5,6,Gable,Good,1958,303,Average,2007,137000,157767.2359
Low Density,4,7,Gable,NA,1952,460,Fair,2007,89500,101067.0733
Low Density,7,5,Gable,Average,1971,739,Average,2007,302000,325088.9737
Low Density,6,5,Hip,Average,1984,552,Average,2007,182000,193166.3325
Low Density,6,5,Gable,Average,1988,521,Average,2007,211000,212509.1358
Low Density,5,7,Hip,Average,1996,576,Average,2007,216000,224356.4638
Low Density,5,5,Gable,Average,1953,649,Average,2007,130000,137490.2418
Low Density,4,5,Gable,NA,1946,336,Average,2007,109900,128108.109
Low Density,6,7,Hip,Good,1954,527,Average,2007,255000,293093.3203
Low Density,6,7,Gable,Good,1950,576,Average,2007,243000,278866.3764
Low Density,6,6,Gable,NA,1954,332,Average,2007,154000,167013.3225
Low Density,5,5,Gable,NA,1958,399,Average,2007,118000,144215.8022
Low Density,4,5,Gable,NA,1958,308,Average,2007,80000,99091.5065
Low Density,4,3,Gable,NA,,0,NA,2007,150000,175299.251
Low Density,4,7,Gable,NA,,0,NA,2007,86000,91637.68826
Low Density,5,6,Gable,NA,1984,264,Average,2007,130000,157127.0839
Low Density,5,6,Gable,NA,1951,256,Average,2007,125000,137516.7568
Low Density,5,6,Gable,Good,1951,253,Average,2007,136500,142715.3163
Low Density,4,5,Gambrel,NA,1920,280,Fair,2007,96000,105561.0953
Low Density,5,6,Hip,Good,1957,252,Average,2007,120000,140523.3833
Low Density,6,5,Gable,Poor,1984,515,Average,2007,228500,269099.4916
Low Density,7,5,Hip,Average,1990,719,Average,2007,179900,182500.7077
Low Density,7,5,Gable,Average,1990,746,Average,2007,225000,235345.6937
Low Density,7,5,Gable,Average,1987,576,Average,2007,301000,339881.4894
Low Density,7,5,Gable,Average,1991,833,Average,2007,238000,246771.2144
Low Density,7,6,Gable,Average,1989,575,Average,2007,228500,259594.4872
Low Density,7,5,Gable,Average,1994,499,Average,2007,220000,270659.6918
Low Density,7,5,Gable,Good,2007,792,Average,2007,383970,443500.0791
Low Density,8,5,Hip,Average,2006,1052,Average,2007,424870,514078.5955
Low Density,8,5,Gable,Good,2007,870,Average,2007,250000,297825.4376
Low Density,8,5,Hip,NA,2006,894,Average,2007,360000,443307.933
Low Density,7,5,Gable,Good,2006,840,Average,2007,279500,336648.9666
Low Density,7,5,Gable,Good,2007,440,Average,2007,200141,207489.8318
Low Density,8,5,Gable,Good,2007,870,Average,2007,246500,253036.2579
Low Density,8,5,Gable,Good,2007,868,Average,2007,276000,308667.1926
Low Density,7,5,Gable,NA,2005,508,Average,2007,203000,222889.643
Low Density,7,5,Gable,Average,2006,440,Average,2007,155835,171969.0697
Low Density,7,5,Gable,NA,2006,826,Average,2007,194000,212217.3096
Low Density,7,5,Gable,NA,2007,628,Average,2007,195400,218677.3764
Low Density,7,5,Gable,NA,2005,796,Average,2007,217000,253125.8047
Low Density,8,5,Gable,Good,2005,674,Average,2007,212999,234127.512
Low Density,7,5,Gable,NA,2005,524,Average,2007,175900,210637.8329
Low Density,7,5,Gable,NA,2005,578,Average,2007,191000,233148.5254
Low Density,6,5,Gable,Good,2006,440,Average,2007,176432,209238.6757
Low Density,7,5,Gable,Good,1988,454,Average,2007,277000,295935.476
Low Density,7,5,Gable,Average,1988,619,Average,2007,207000,213131.027
Low Density,6,7,Gable,Average,1958,389,Average,2007,277000,303401.1229
Low Density,6,5,Gable,Fair,1992,501,Average,2007,240000,256003.4592
Low Density,6,8,Gable,NA,1966,444,Average,2007,187500,201594.2396
Low Density,8,6,Shed,Fair,1976,529,Average,2007,279000,325245.1074
Low Density,5,5,Gable,NA,1995,747,Average,2007,139500,163572.0795
Low Density,5,5,Gable,NA,1996,299,Average,2007,126000,151579.2535
Low Density,6,5,Gable,NA,1995,521,Average,2007,177500,212900.7694
Low Density,6,6,Gable,NA,1997,497,Average,2007,175000,195139.3782
Low Density,6,5,Gable,NA,1998,546,Average,2007,211000,253023.2814
Low Density,5,7,Gable,NA,1995,384,Average,2007,146000,178321.205
Low Density,5,5,Gable,NA,1996,242,Average,2007,147900,156496.5435
Low Density,4,5,Gable,NA,,0,NA,2007,123600,143317.1234
Low Density,6,5,Gable,NA,1997,684,Average,2007,204750,230979.0682
Low Density,7,5,Gable,Average,1999,597,Average,2007,235500,289737.7277
Low Density,7,5,Gable,Fair,1998,534,Average,2007,217000,236732.5884
Low Density,7,5,Gable,NA,2001,517,Average,2007,190550,238104.9299
Low Density,7,5,Gable,Average,2000,486,Average,2007,217500,225283.3098
Low Density,7,5,Gable,NA,2003,558,Average,2007,226000,262962.8154
Low Density,7,5,Gable,NA,2003,500,Average,2007,180000,217153.5414
Low Density,5,5,Gable,NA,1974,440,Average,2007,131000,147766.0546
Low Density,5,5,Gable,Fair,1979,370,Average,2007,153500,159709.466
Low Density,5,7,Gable,Fair,1977,576,Average,2007,160000,191974.1951
Low Density,5,5,Gable,NA,1977,748,Average,2007,134900,157346.1736
Low Density,5,4,Gable,NA,1977,308,Average,2007,130000,160522.556
Low Density,5,6,Hip,NA,1975,440,Average,2007,120000,121093.6319
Low Density,5,5,Gable,NA,1980,461,Average,2007,112500,133582.224
Low Density,5,6,Gable,NA,1975,440,Average,2007,122000,125232.7476
Low Density,5,5,Gable,NA,1977,576,Good,2007,127000,149820.1175
Low Density,4,8,Gable,NA,1975,728,Average,2007,117000,127940.971
Low Density,8,5,Gable,NA,2004,888,Average,2007,305900,314276.9487
Low Density,8,5,Gable,Good,2002,647,Average,2007,228500,234069.574
Low Density,7,5,Gable,Average,2000,583,Average,2007,270000,297467.4167
Low Density,7,5,Gable,Good,2002,527,Average,2007,192000,203584.2952
Low Density,7,5,Gable,Good,2003,610,Average,2007,213000,239040.577
Low Density,7,5,Gable,NA,2002,542,Average,2007,200000,245934.4213
Low Density,8,5,Gable,Average,1998,683,Average,2007,267000,322576.7896
Low Density,8,5,Hip,Average,1994,484,Average,2007,228000,278681.0133
Low Density,8,5,Gable,Average,2001,560,Average,2007,275000,332242.787
Low Density,7,5,Gable,Average,1996,608,Average,2007,211000,233746.6156
Low Density,9,5,Hip,Average,2002,702,Average,2007,285000,334950.955
Low Density,8,5,Gable,Average,1995,556,Average,2007,240000,245869.9079
Medium Density,6,5,Gable,NA,2003,420,Average,2007,131500,144185.9988
Low Density,8,5,Gable,Average,1999,482,Average,2007,246900,274281.9284
Low Density,7,5,Gable,Good,2003,434,Average,2007,219500,223748.4131
